Spectrum Analyzer Data File	
3488.378906	-10.004135
3531.445313	-20.011703
3574.511719	-30.003658
3617.578125	-14.87323
3660.644531	-16.745644
3703.710938	-22.955376
3746.777344	-18.503708
3789.84375	-22.00766
3832.910156	-20.803436
3875.976563	-19.930931
3919.042969	-32.03779
3962.109375	-25.490112
4005.175781	-13.468094
4048.242188	-21.198845
4091.308594	-11.843407
4134.375	-22.424965
4177.441406	-12.089783
4220.507813	-26.426456
4263.574219	-12.47377
4306.640625	-16.477547
4349.707031	-18.63462
4392.773438	-23.249321
4435.839844	-15.059937
4478.90625	-10.345215
4521.972656	-17.762077
4565.039063	-25.915215
4608.105469	-21.60836
4651.171875	-16.889656
4694.238281	-18.891083
4737.304688	-31.487633
4780.371094	-35.88333
4823.4375	-21.913445
4866.503906	-12.456177
4909.570313	-16.057129
4952.636719	-34.74089
4995.703125	-25.18238
5038.769531	-21.792725
5081.835938	-23.88424
5124.902344	-17.922272
5167.96875	-12.824303
5211.035156	-23.851646
5254.101563	-17.3536
5297.167969	-18.91986
5340.234375	-19.243042
5383.300781	-22.183006
5426.367188	-10.876778
5469.433594	-24.266777
5512.5	-18.020226
5555.566406	-17.181458
5598.632813	-18.553703
5641.699219	-16.342186
5684.765625	-17.135437
5727.832031	-17.432991
5770.898438	-12.676788
5813.964844	-12.195709
5857.03125	-13.232132
5900.097656	-15.203445
5943.164063	-20.833145
5986.230469	-24.0755
6029.296875	-19.09909
6072.363281	-10.305588
6115.429688	-23.334671
6158.496094	-14.304016
6201.5625	-17.646553
6244.628906	-22.860077
6287.695313	-18.3339
6330.761719	-12.9071045
6373.828125	-31.85403
6416.894531	-27.046024
6459.960938	-13.838966
6503.027344	-14.2176895
6546.09375	-14.145882
6589.160156	-16.272728
6632.226563	-22.618721
6675.292969	-12.8144
6718.359375	-11.591881
6761.425781	-9.427582
6804.492188	-19.123985
6847.558594	-16.335167
6890.625	-17.952988
6933.691406	-13.1297455
6976.757813	-19.458237
7019.824219	-11.067444
7062.890625	-15.714165
7105.957031	-9.938187
7149.023438	-11.487511
7192.089844	-9.862465
7235.15625	-19.109634
7278.222656	-9.240768
7321.289063	-17.270271
7364.355469	-10.875557
7407.421875	-20.730469
7450.488281	-12.701645
7493.554688	-21.587624
7536.621094	-15.903923
7579.6875	-14.933243
7622.753906	-23.739395
7665.820313	-27.440716
7708.886719	-28.188835
7751.953125	-21.998253
7795.019531	-17.497223
7838.085938	-24.482224
7881.152344	-21.674843
7924.21875	-15.835724
7967.285156	-17.993118
8010.351563	-20.35025
8053.417969	-14.72271
8096.484375	-22.809593
8139.550781	-26.048576
8182.617188	-26.561085
8225.683594	-19.854774
8268.75	-30.553059
8311.816406	-16.84436
8354.882813	-32.079716
8397.949219	-27.901886
8441.015625	-23.256538
8484.082031	-24.590347
8527.148438	-34.57574
8570.214844	-21.586296
8613.28125	-25.944786
8656.347656	-29.983105
8699.414063	-21.14183
8742.480469	-29.291656
8785.546875	-27.568611
8828.613281	-28.673813
8871.679688	-27.389801
8914.746094	-21.010742
8957.8125	-26.45005
9000.878906	-27.134083
9043.945313	-29.53503
9087.011719	-27.616184
9130.078125	-37.2573
9173.144531	-34.110905
9216.210938	-27.71175
9259.277344	-28.944286
9302.34375	-30.271065
9345.410156	-25.047852
9388.476563	-35.274014
9431.542969	-36.130444
9474.609375	-27.568474
9517.675781	-34.80873
9560.742188	-26.277184
9603.808594	-31.19688
9646.875	-30.581425
9689.941406	-36.83464
9733.007813	-30.027534
9776.074219	-35.131523
9819.140625	-34.714447
9862.207031	-30.98243
9905.273438	-34.659958
9948.339844	-34.210495
9991.40625	-35.25127
10034.47266	-31.776188
10077.53906	-31.847927
10120.60547	-42.41303
10163.67188	-31.390068
10206.73828	-29.193485
10249.80469	-36.13957
10292.87109	-29.049526
10335.9375	-34.668167
10379.00391	-41.267635
10422.07031	-28.571869
10465.13672	-32.84428
10508.20313	-39.01858
10551.26953	-29.689438
10594.33594	-32.511837
10637.40234	-26.785717
10680.46875	-48.902687
10723.53516	-33.339935
10766.60156	-37.588097
10809.66797	-33.37067
10852.73438	-52.348446
10895.80078	-37.763336
10938.86719	-35.954388
10981.93359	-34.434372
11025	-44.38205
11068.06641	-32.56077
11111.13281	-43.72595
11154.19922	-39.975998
11197.26563	-49.133514
11240.33203	-41.95348
11283.39844	-40.178112
11326.46484	-38.473885
11369.53125	-41.33482
11412.59766	-30.66975
11455.66406	-42.496365
11498.73047	-40.474678
11541.79688	-34.58285
11584.86328	-38.222786
11627.92969	-33.84025
11670.99609	-35.573715
11714.0625	-39.94433
11757.12891	-41.26348
11800.19531	-38.263733
11843.26172	-37.67627
11886.32813	-36.98943
11929.39453	-43.458664
11972.46094	-46.701977
12015.52734	-37.94769
12058.59375	-39.992706
12101.66016	-48.296078
12144.72656	-39.6256
12187.79297	-42.106483
12230.85938	-37.039066
12273.92578	-50.601604
12316.99219	-44.484753
12360.05859	-40.738216
12403.125	-35.372368
12446.19141	-39.50342
12489.25781	-36.007545
12532.32422	-43.862785
12575.39063	-43.074257
12618.45703	-40.926254
12661.52344	-40.28007
12704.58984	-49.40094
12747.65625	-39.25369
12790.72266	-43.863922
12833.78906	-52.516335
12876.85547	-52.422806
12919.92188	-40.37901
12962.98828	-38.85748
13006.05469	-38.767532
13049.12109	-52.788956
13092.1875	-43.201828
13135.25391	-49.016167
13178.32031	-36.53424
13221.38672	-36.607124
13264.45313	-68.45024
13307.51953	-48.067028
13350.58594	-38.22035
13393.65234	-38.63035
13436.71875	-43.33419
13479.78516	-46.662113
13522.85156	-38.700985
13565.91797	-39.359383
13608.98438	-55.584064
13652.05078	-46.015003
13695.11719	-38.88914
13738.18359	-43.24222
13781.25	-41.245266
13824.31641	-42.6615
13867.38281	-40.316673
13910.44922	-44.19145
13953.51563	-40.00529
13996.58203	-53.557964
14039.64844	-53.433445
14082.71484	-42.93046
14125.78125	-50.339016
14168.84766	-41.445576
14211.91406	-43.93983
14254.98047	-41.80608
14298.04688	-47.386158
14341.11328	-43.55626
14384.17969	-41.927094
14427.24609	-45.278763
14470.3125	-45.805763
14513.37891	-60.177185
14556.44531	-42.402386
14599.51172	-37.1354
14642.57813	-44.769917
14685.64453	-44.31475
14728.71094	-44.71971
14771.77734	-62.102158
14814.84375	-44.170033
14857.91016	-46.760597
14900.97656	-44.436893
14944.04297	-46.20943
14987.10938	-58.868683
15030.17578	-50.174778
15073.24219	-50.77014
15116.30859	-51.75598
15159.375	-47.286057
15202.44141	-51.86525
15245.50781	-58.528553
15288.57422	-45.611744
15331.64063	-49.007126
15374.70703	-48.87864
15417.77344	-46.149494
15460.83984	-45.90287
15503.90625	-48.489555
15546.97266	-46.115047
15590.03906	-53.84243
15633.10547	-47.410313
15676.17188	-44.431156
15719.23828	-45.457405
15762.30469	-48.479492
15805.37109	-46.595024
15848.4375	-46.541973
15891.50391	-46.164726
15934.57031	-47.71278
15977.63672	-45.77042
16020.70313	-42.0742
16063.76953	-47.41434
16106.83594	-43.47784
16149.90234	-46.076923
16192.96875	-52.33748
16236.03516	-46.07622
16279.10156	-48.807716
16322.16797	-51.449574
16365.23438	-49.375633
16408.30078	-46.20047
16451.36719	-44.87666
16494.43359	-49.54288
16537.5	-46.02741
16580.56641	-55.98685
16623.63281	-49.25237
16666.69922	-52.733074
16709.76563	-46.939037
16752.83203	-55.788338
16795.89844	-49.434628
16838.96484	-51.352882
16882.03125	-46.272728
16925.09766	-45.32691
16968.16406	-45.453575
17011.23047	-54.016533
17054.29688	-48.20731
17097.36328	-41.82319
17140.42969	-54.966915
17183.49609	-47.120995
17226.5625	-50.22213
17269.62891	-51.137962
17312.69531	-51.432304
17355.76172	-52.34134
17398.82813	-47.669865
17441.89453	-45.46112
17484.96094	-44.371803
17528.02734	-48.6482
17571.09375	-43.513763
17614.16016	-56.801212
17657.22656	-54.954025
17700.29297	-46.757988
17743.35938	-47.51995
17786.42578	-46.051926
17829.49219	-45.602272
17872.55859	-64.57364
17915.625	-49.455086
17958.69141	-49.044064
18001.75781	-46.074886
18044.82422	-47.445953
18087.89063	-50.836613
18130.95703	-46.562786
18174.02344	-58.352272
18217.08984	-51.730312
18260.15625	-46.601555
18303.22266	-47.80338
18346.28906	-58.167046
18389.35547	-62.46418
18432.42188	-48.129017
18475.48828	-50.144623
18518.55469	-48.371784
18561.62109	-56.433155
18604.6875	-55.937317
18647.75391	-45.742577
18690.82031	-47.81432
18733.88672	-49.98453
18776.95313	-50.527225
18820.01953	-49.317062
18863.08594	-48.888393
18906.15234	-48.688347
18949.21875	-47.882805
18992.28516	-53.09506
19035.35156	-53.247437
19078.41797	-45.104336
19121.48438	-51.9555
19164.55078	-48.552685
19207.61719	-57.750473
19250.68359	-49.911175
19293.75	-61.416367
19336.81641	-56.51056
19379.88281	-59.04857
19422.94922	-50.234444
19466.01563	-48.94164
19509.08203	-58.85093
19552.14844	-51.55019
19595.21484	-46.029945
19638.28125	-60.755722
19681.34766	-53.884407
19724.41406	-57.10541
19767.48047	-55.39919
19810.54688	-43.961098
19853.61328	-60.56936
19896.67969	-43.566803
19939.74609	-52.166267
19982.8125	-49.92502
20025.87891	-59.704887
20068.94531	-50.514874
20112.01172	-50.210552
20155.07813	-51.896477
20198.14453	-55.998512
20241.21094	-48.879433
20284.27734	-50.19069
20327.34375	-68.04239
20370.41016	-51.135387
20413.47656	-49.67155
20456.54297	-60.896515
20499.60938	-61.581467
20542.67578	-58.11034
20585.74219	-53.123276
20628.80859	-62.405304
20671.875	-54.326458
20714.94141	-56.475964
20758.00781	-62.99771
20801.07422	-60.686073
20844.14063	-61.37771
20887.20703	-77.54687
20930.27344	-68.81915
20973.33984	-67.76047
21016.40625	-70.43671
21059.47266	-68.730675
21102.53906	-76.33646
21145.60547	-74.76833
21188.67188	-63.609215
21231.73828	-67.77601
21274.80469	-65.55389
21317.87109	-64.29668
21360.9375	-65.671036
21404.00391	-65.222626
21447.07031	-65.0161
21490.13672	-67.287155
21533.20313	-66.16302
21576.26953	-62.264557
21619.33594	-67.15825
21662.40234	-65.70109
21705.46875	-65.72784
21748.53516	-67.86407
21791.60156	-65.819214
21834.66797	-66.09631
21877.73438	-66.01967
21920.80078	-65.36655
21963.86719	-67.12289
22006.93359	-65.22
	
	
Time (s)	 Raw data
0	-191
0.0000227	-153
0.0000454	-72
0.000068	83
0.0000907	257
0.0001134	319
0.0001361	169
0.0001587	-71
0.0001814	-157
0.0002041	-152
0.0002268	-55
0.0002494	19
0.0002721	23
0.0002948	-45
0.0003175	-221
0.0003401	-223
0.0003628	-116
0.0003855	41
0.0004082	95
0.0004308	44
0.0004535	-46
0.0004762	-69
0.0004989	21
0.0005215	55
0.0005442	78
0.0005669	-4
0.0005896	-105
0.0006122	-227
0.0006349	-255
0.0006576	-140
0.0006803	-52
0.0007029	-56
0.0007256	-172
0.0007483	-239
0.000771	-214
0.0007937	-143
0.0008163	-117
0.000839	-192
0.0008617	-312
0.0008844	-386
0.000907	-350
0.0009297	-201
0.0009524	-29
0.0009751	35
0.0009977	-29
0.0010204	-140
0.0010431	-168
0.0010658	-100
0.0010884	28
0.0011111	119
0.0011338	3
0.0011565	-140
0.0011791	-212
0.0012018	-139
0.0012245	82
0.0012472	209
0.0012698	151
0.0012925	-8
0.0013152	-152
0.0013379	-233
0.0013605	-233
0.0013832	-189
0.0014059	-155
0.0014286	-137
0.0014512	-125
0.0014739	-168
0.0014966	-142
0.0015193	-104
0.0015419	-67
0.0015646	12
0.0015873	25
0.00161	26
0.0016327	1
0.0016553	-44
0.001678	-91
0.0017007	-36
0.0017234	88
0.001746	97
0.0017687	36
0.0017914	-70
0.0018141	-172
0.0018367	-123
0.0018594	11
0.0018821	14
0.0019048	-53
0.0019274	-93
0.0019501	-112
0.0019728	-59
0.0019955	-1
0.0020181	-24
0.0020408	-81
0.0020635	-110
0.0020862	-118
0.0021088	-130
0.0021315	-137
0.0021542	-113
0.0021769	-81
0.0021995	-24
0.0022222	-4
0.0022449	-56
0.0022676	-84
0.0022903	22
0.0023129	136
0.0023356	58
0.0023583	-128
0.002381	-279
0.0024036	-298
0.0024263	-230
0.002449	-170
0.0024717	-87
0.0024943	-31
0.002517	-113
0.0025397	-188
0.0025624	-213
0.002585	-122
0.0026077	116
0.0026304	250
0.0026531	280
0.0026757	217
0.0026984	109
0.0027211	79
0.0027438	68
0.0027664	37
0.0027891	-61
0.0028118	-183
0.0028345	-220
0.0028571	-155
0.0028798	-52
0.0029025	39
0.0029252	90
0.0029478	25
0.0029705	-30
0.0029932	-6
0.0030159	23
0.0030386	-6
0.0030612	-56
0.0030839	-168
0.0031066	-257
0.0031293	-223
0.0031519	-72
0.0031746	150
0.0031973	167
0.00322	137
0.0032426	116
0.0032653	103
0.003288	103
0.0033107	59
0.0033333	-6
0.003356	-70
0.0033787	3
0.0034014	66
0.003424	105
0.0034467	111
0.0034694	22
0.0034921	-51
0.0035147	-27
0.0035374	73
0.0035601	155
0.0035828	101
0.0036054	-9
0.0036281	-80
0.0036508	-12
0.0036735	213
0.0036962	372
0.0037188	376
0.0037415	302
0.0037642	197
0.0037869	80
0.0038095	39
0.0038322	23
0.0038549	62
0.0038776	107
0.0039002	161
0.0039229	173
0.0039456	158
0.0039683	234
0.0039909	178
0.0040136	104
0.0040363	119
0.004059	172
0.0040816	215
0.0041043	207
0.004127	145
0.0041497	12
0.0041723	-46
0.004195	1
0.0042177	61
0.0042404	37
0.004263	-12
0.0042857	-43
0.0043084	-48
0.0043311	40
0.0043538	166
0.0043764	287
0.0043991	311
0.0044218	265
0.0044445	180
0.0044671	35
0.0044898	0
0.0045125	97
0.0045352	221
0.0045578	259
0.0045805	188
0.0046032	67
0.0046259	-121
0.0046485	-165
0.0046712	20
0.0046939	235
0.0047166	360
0.0047392	230
0.0047619	35
0.0047846	35
0.0048073	155
0.0048299	298
0.0048526	304
0.0048753	158
0.004898	11
0.0049206	-29
0.0049433	36
0.004966	127
0.0049887	216
0.0050114	234
0.005034	130
0.0050567	-10
0.0050794	-80
0.0051021	-27
0.0051247	147
0.0051474	277
0.0051701	274
0.0051928	250
0.0052154	266
0.0052381	245
0.0052608	192
0.0052835	135
0.0053061	-6
0.0053288	-127
0.0053515	-172
0.0053742	-74
0.0053968	96
0.0054195	124
0.0054422	-6
0.0054649	-154
0.0054875	-155
0.0055102	43
0.0055329	294
0.0055556	345
0.0055782	188
0.0056009	-15
0.0056236	-19
0.0056463	113
0.005669	215
0.0056916	140
0.0057143	-103
0.005737	-206
0.0057597	-166
0.0057823	14
0.005805	135
0.0058277	106
0.0058504	-20
0.005873	-146
0.0058957	-46
0.0059184	148
0.0059411	330
0.0059637	340
0.0059864	163
0.0060091	-59
0.0060318	-164
0.0060544	-102
0.0060771	-40
0.0060998	-64
0.0061225	-155
0.0061451	-186
0.0061678	-140
0.0061905	-64
0.0062132	-3
0.0062358	29
0.0062585	-44
0.0062812	-223
0.0063039	-304
0.0063266	-215
0.0063492	-19
0.0063719	128
0.0063946	104
0.0064173	-75
0.0064399	-273
0.0064626	-344
0.0064853	-215
0.006508	-29
0.0065306	4
0.0065533	-109
0.006576	-246
0.0065987	-309
0.0066213	-246
0.006644	-58
0.0066667	25
0.0066894	-108
0.006712	-242
0.0067347	-240
0.0067574	-138
0.0067801	11
0.0068027	21
0.0068254	-109
0.0068481	-192
0.0068708	-193
0.0068934	-51
0.0069161	76
0.0069388	122
0.0069615	33
0.0069841	-154
0.0070068	-234
0.0070295	-192
0.0070522	-87
0.0070749	1
0.0070975	-16
0.0071202	-94
0.0071429	-109
0.0071656	-128
0.0071882	-154
0.0072109	-125
0.0072336	-96
0.0072563	-150
0.0072789	-230
0.0073016	-239
0.0073243	-181
0.007347	-82
0.0073696	-22
0.0073923	-79
0.007415	-259
0.0074377	-408
0.0074603	-287
0.007483	-47
0.0075057	83
0.0075284	34
0.007551	-153
0.0075737	-288
0.0075964	-280
0.0076191	-84
0.0076417	67
0.0076644	19
0.0076871	-178
0.0077098	-428
0.0077325	-501
0.0077551	-402
0.0077778	-175
0.0078005	40
0.0078232	114
0.0078458	44
0.0078685	-54
0.0078912	-37
0.0079139	31
0.0079365	62
0.0079592	19
0.0079819	-88
0.0080046	-189
0.0080272	-133
0.0080499	-3
0.0080726	68
0.0080953	-23
0.0081179	-198
0.0081406	-232
0.0081633	-159
0.008186	-75
0.0082086	-11
0.0082313	73
0.008254	103
0.0082767	30
0.0082993	-71
0.008322	-126
0.0083447	-58
0.0083674	55
0.0083901	99
0.0084127	82
0.0084354	31
0.0084581	-56
0.0084808	-64
0.0085034	-40
0.0085261	-1
0.0085488	-3
0.0085715	-77
0.0085941	-79
0.0086168	-71
0.0086395	3
0.0086622	122
0.0086848	161
0.0087075	114
0.0087302	15
0.0087529	-19
0.0087755	25
0.0087982	82
0.0088209	96
0.0088436	79
0.0088662	60
0.0088889	52
0.0089116	113
0.0089343	191
0.0089569	191
0.0089796	129
0.0090023	50
0.009025	-26
0.0090477	-52
0.0090703	-45
0.009093	-26
0.0091157	35
0.0091384	67
0.009161	14
0.0091837	-33
0.0092064	56
0.0092291	266
0.0092517	380
0.0092744	329
0.0092971	143
0.0093198	-84
0.0093424	-203
0.0093651	-131
0.0093878	34
0.0094105	115
0.0094331	149
0.0094558	101
0.0094785	76
0.0095012	72
0.0095238	-75
0.0095465	-204
0.0095692	-235
0.0095919	-146
0.0096145	0
0.0096372	57
0.0096599	83
0.0096826	61
0.0097053	50
0.0097279	98
0.0097506	150
0.0097733	197
0.009796	112
0.0098186	-27
0.0098413	-78
0.009864	29
0.0098867	163
0.0099093	185
0.009932	184
0.0099547	136
0.0099774	84
0.01	96
0.0100227	143
0.0100454	181
0.0100681	161
0.0100907	139
0.0101134	166
0.0101361	217
0.0101588	214
0.0101814	103
0.0102041	-120
0.0102268	-257
0.0102495	-238
0.0102721	-103
0.0102948	67
0.0103175	113
0.0103402	122
0.0103628	60
0.0103855	-5
0.0104082	-8
0.0104309	6
0.0104536	28
0.0104762	-38
0.0104989	-156
0.0105216	-211
0.0105443	-191
0.0105669	-155
0.0105896	-94
0.0106123	-53
0.010635	-84
0.0106576	-173
0.0106803	-139
0.010703	49
0.0107257	204
0.0107483	230
0.010771	120
0.0107937	8
0.0108164	6
0.010839	133
0.0108617	210
0.0108844	65
0.0109071	-203
0.0109297	-382
0.0109524	-319
0.0109751	-51
0.0109978	138
0.0110204	131
0.0110431	-25
0.0110658	-213
0.0110885	-204
0.0111112	-18
0.0111338	190
0.0111565	251
0.0111792	134
0.0112019	-66
0.0112245	-209
0.0112472	-162
0.0112699	-74
0.0112926	-41
0.0113152	-70
0.0113379	-104
0.0113606	-76
0.0113833	-60
0.0114059	-53
0.0114286	-174
0.0114513	-187
0.011474	-4
0.0114966	108
0.0115193	116
0.011542	49
0.0115647	5
0.0115873	-51
0.01161	-71
0.0116327	-42
0.0116554	38
0.011678	157
0.0117007	171
0.0117234	63
0.0117461	-64
0.0117688	-156
0.0117914	-134
0.0118141	-38
0.0118368	-50
0.0118595	-156
0.0118821	-315
0.0119048	-382
0.0119275	-296
0.0119502	-176
0.0119728	-141
0.0119955	-174
0.0120182	-153
0.0120409	-62
0.0120635	16
0.0120862	65
0.0121089	127
0.0121316	104
0.0121542	-18
0.0121769	-117
0.0121996	-117
0.0122223	-18
0.0122449	-4
0.0122676	-92
0.0122903	-107
0.012313	-62
0.0123356	14
0.0123583	69
0.012381	69
0.0124037	36
0.0124264	-69
0.012449	-163
0.0124717	-118
0.0124944	53
0.0125171	188
0.0125397	173
0.0125624	-12
0.0125851	-220
0.0126078	-251
0.0126304	-186
0.0126531	-140
0.0126758	-173
0.0126985	-221
0.0127211	-202
0.0127438	-82
0.0127665	12
0.0127892	-77
0.0128118	-233
0.0128345	-409
0.0128572	-462
0.0128799	-372
0.0129025	-265
0.0129252	-191
0.0129479	-166
0.0129706	-90
0.0129932	-15
0.0130159	-24
0.0130386	-61
0.0130613	-146
0.013084	-256
0.0131066	-306
0.0131293	-261
0.013152	-117
0.0131747	-15
0.0131973	-29
0.01322	-121
0.0132427	-197
0.0132654	-258
0.013288	-216
0.0133107	-100
0.0133334	-35
0.0133561	23
0.0133787	-12
0.0134014	-92
0.0134241	-116
0.0134468	-93
0.0134694	-92
0.0134921	-77
0.0135148	-102
0.0135375	-179
0.0135601	-192
0.0135828	-216
0.0136055	-273
0.0136282	-330
0.0136508	-360
0.0136735	-317
0.0136962	-134
0.0137189	98
0.0137416	178
0.0137642	67
0.0137869	-93
0.0138096	-149
0.0138323	-69
0.0138549	87
0.0138776	175
0.0139003	153
0.013923	77
0.0139456	-1
0.0139683	-52
0.013991	-76
0.0140137	-111
0.0140363	-128
0.014059	-124
0.0140817	-66
0.0141044	71
0.014127	148
0.0141497	105
0.0141724	2
0.0141951	-56
0.0142177	41
0.0142404	205
0.0142631	317
0.0142858	291
0.0143084	124
0.0143311	-57
0.0143538	-161
0.0143765	-69
0.0143991	55
0.0144218	85
0.0144445	97
0.0144672	104
0.0144899	62
0.0145125	27
0.0145352	14
0.0145579	55
0.0145806	115
0.0146032	152
0.0146259	181
0.0146486	130
0.0146713	161
0.0146939	192
0.0147166	244
0.0147393	280
0.014762	226
0.0147846	91
0.0148073	-49
0.01483	-46
0.0148527	30
0.0148753	101
0.014898	62
0.0149207	63
0.0149434	89
0.014966	157
0.0149887	196
0.0150114	183
0.0150341	225
0.0150567	255
0.0150794	277
0.0151021	157
0.0151248	-15
0.0151475	-61
0.0151701	22
0.0151928	115
0.0152155	169
0.0152382	171
0.0152608	137
0.0152835	124
0.0153062	27
0.0153289	-1
0.0153515	104
0.0153742	240
0.0153969	386
0.0154196	450
0.0154422	397
0.0154649	301
0.0154876	227
0.0155103	215
0.0155329	258
0.0155556	246
0.0155783	221
0.015601	234
0.0156236	284
0.0156463	304
0.015669	189
0.0156917	31
0.0157143	30
0.015737	182
0.0157597	265
0.0157824	213
0.0158051	72
0.0158277	0
0.0158504	126
0.0158731	329
0.0158958	438
0.0159184	296
0.0159411	132
0.0159638	117
0.0159865	124
0.0160091	20
0.0160318	-119
0.0160545	-63
0.0160772	114
0.0160998	354
0.0161225	408
0.0161452	208
0.0161679	5
0.0161905	-36
0.0162132	53
0.0162359	116
0.0162586	79
0.0162812	-67
0.0163039	-174
0.0163266	-146
0.0163493	-29
0.0163719	61
0.0163946	88
0.0164173	-4
0.01644	-47
0.0164627	-40
0.0164853	14
0.016508	81
0.0165307	67
0.0165534	-9
0.016576	-121
0.0165987	-97
0.0166214	-5
0.0166441	134
0.0166667	142
0.0166894	48
0.0167121	-43
0.0167348	-59
0.0167574	30
0.0167801	76
0.0168028	116
0.0168255	151
0.0168481	164
0.0168708	121
0.0168935	90
0.0169162	4
0.0169388	-18
0.0169615	28
0.0169842	75
0.0170069	152
0.0170295	170
0.0170522	100
0.0170749	-42
0.0170976	-140
0.0171202	-153
0.0171429	-56
0.0171656	61
0.0171883	174
0.017211	171
0.0172336	89
0.0172563	1
0.017279	-69
0.0173017	-70
0.0173243	-44
0.017347	46
0.0173697	77
0.0173924	-10
0.017415	-143
0.0174377	-174
0.0174604	-127
0.0174831	-63
0.0175057	-50
0.0175284	-33
0.0175511	-53
0.0175738	-118
0.0175964	-124
0.0176191	-163
0.0176418	-128
0.0176645	-85
0.0176871	-29
0.0177098	-71
0.0177325	-59
0.0177552	5
0.0177778	-50
0.0178005	-94
0.0178232	-180
0.0178459	-96
0.0178686	46
0.0178912	138
0.0179139	115
0.0179366	-38
0.0179593	-175
0.0179819	-254
0.0180046	-198
0.0180273	-90
0.01805	-46
0.0180726	-76
0.0180953	-99
0.018118	-93
0.0181407	-36
0.0181633	-11
0.018186	-8
0.0182087	10
0.0182314	-51
0.018254	-115
0.0182767	-142
0.0182994	-176
0.0183221	-150
0.0183447	-56
0.0183674	15
0.0183901	48
0.0184128	25
0.0184354	-84
0.0184581	-245
0.0184808	-311
0.0185035	-166
0.0185262	14
0.0185488	50
0.0185715	-68
0.0185942	-273
0.0186169	-392
0.0186395	-291
0.0186622	-151
0.0186849	-101
0.0187076	-107
0.0187302	-136
0.0187529	-86
0.0187756	21
0.0187983	131
0.0188209	134
0.0188436	44
0.0188663	-75
0.018889	-80
0.0189116	-25
0.0189343	-61
0.018957	-139
0.0189797	-255
0.0190023	-232
0.019025	-109
0.0190477	1
0.0190704	78
0.019093	86
0.0191157	55
0.0191384	68
0.0191611	118
0.0191838	168
0.0192064	177
0.0192291	165
0.0192518	187
0.0192745	235
0.0192971	248
0.0193198	146
0.0193425	-20
0.0193652	-127
0.0193878	-86
0.0194105	4
0.0194332	79
0.0194559	55
0.0194785	11
0.0195012	20
0.0195239	18
0.0195466	0
0.0195692	-9
0.0195919	38
0.0196146	50
0.0196373	-5
0.0196599	-71
0.0196826	-85
0.0197053	-59
0.019728	-20
0.0197506	35
0.0197733	66
0.019796	1
0.0198187	-90
0.0198414	-82
0.019864	18
0.0198867	99
0.0199094	83
0.0199321	-63
0.0199547	-187
0.0199774	-210
0.0200001	-173
0.0200228	-59
0.0200454	-25
0.0200681	-68
0.0200908	-149
0.0201135	-209
0.0201361	-190
0.0201588	-57
0.0201815	86
0.0202042	129
0.0202268	32
0.0202495	-110
0.0202722	-142
0.0202949	-91
0.0203175	58
0.0203402	171
0.0203629	153
0.0203856	24
0.0204082	-129
0.0204309	-117
0.0204536	54
0.0204763	143
0.020499	92
0.0205216	-61
0.0205443	-184
0.020567	-148
0.0205897	7
0.0206123	157
0.020635	191
0.0206577	105
0.0206804	19
0.020703	-1
0.0207257	-32
0.0207484	70
0.0207711	213
0.0207937	197
0.0208164	106
0.0208391	1
0.0208618	-140
0.0208844	-158
0.0209071	-16
0.0209298	124
0.0209525	206
0.0209751	165
0.0209978	17
