Spectrum Analyzer Data File
2022-04-28 22:37:30

Frequency (Hz), dB
12273.9257813,-46.250366
12316.9921875,-50.09715
12360.0585938,-55.25335
12403.1250000,-49.809113
12446.1914063,-54.32828
12489.2578125,-65.17367
12532.3242188,-49.64337
12575.3906250,-52.901535
12618.4570313,-48.441154
12661.5234375,-47.81289
12704.5898438,-41.024235
12747.6562500,-64.26099
12790.7226563,-56.965816
12833.7890625,-45.384968
12876.8554688,-42.649376
12919.9218750,-48.553886
12962.9882813,-42.141922
13006.0546875,-56.039257
13049.1210938,-60.43862
13092.1875000,-53.94535
13135.2539063,-50.200924
13178.3203125,-47.720882
13221.3867188,-48.245667
13264.4531250,-67.737404
13307.5195313,-57.060036
13350.5859375,-51.37086
13393.6523438,-65.55919
13436.7187500,-43.34831
13479.7851563,-46.066975
13522.8515625,-46.00076
13565.9179688,-58.493057
13608.9843750,-57.056168
13652.0507813,-54.856133
13695.1171875,-54.357964
13738.1835938,-65.61358
13781.2500000,-49.342026
13824.3164063,-68.60062
13867.3828125,-79.289116
13910.4492188,-52.119038
13953.5156250,-60.559143
13996.5820313,-48.58287
14039.6484375,-57.667778
14082.7148438,-54.031643
14125.7812500,-57.413784
14168.8476563,-46.606033
14211.9140625,-66.66993
14254.9804688,-61.773457
14298.0468750,-51.40333
14341.1132813,-42.6914
14384.1796875,-45.602512
14427.2460938,-49.57979
14470.3125000,-72.80965
14513.3789063,-58.65323
14556.4453125,-48.55757
14599.5117188,-50.675762
14642.5781250,-49.406204
14685.6445313,-56.36957
14728.7109375,-54.00022
14771.7773438,-52.68469
14814.8437500,-56.365578
14857.9101563,-51.41106
14900.9765625,-46.892166
14944.0429688,-51.380325
14987.1093750,-52.100796
15030.1757813,-50.12766
15073.2421875,-55.92809
15116.3085938,-56.36397
15159.3750000,-48.343678
15202.4414063,-53.147396
15245.5078125,-43.035492
15288.5742188,-52.641106
15331.6406250,-50.864464
15374.7070313,-53.854145
15417.7734375,-53.76868
15460.8398438,-46.987434
15503.9062500,-47.70015
15546.9726563,-57.98917
15590.0390625,-55.725014
15633.1054688,-48.497284
15676.1718750,-49.67374
15719.2382813,-46.722622
15762.3046875,-47.54965
15805.3710938,-49.164177
15848.4375000,-50.70561
15891.5039063,-55.97922
15934.5703125,-66.27475
15977.6367188,-61.92802
16020.7031250,-49.745148
16063.7695313,-55.819958
16106.8359375,-46.716312
16149.9023438,-60.604004
16192.9687500,-45.78733
16236.0351563,-54.641174
16279.1015625,-50.378376
16322.1679688,-50.567207
16365.2343750,-49.252552
16408.3007813,-58.297848
16451.3671875,-62.840515
16494.4335938,-53.279778
16537.5000000,-46.895237
16580.5664063,-57.857105
16623.6328125,-63.43925
16666.6992188,-50.731586
16709.7656250,-64.03054
16752.8320313,-51.207478
16795.8984375,-47.681015
16838.9648438,-46.331894
16882.0312500,-48.787342
16925.0976563,-45.66019
16968.1640625,-49.49435
17011.2304688,-43.11348
17054.2968750,-55.74035
17097.3632813,-48.737
17140.4296875,-50.825874
17183.4960938,-51.721066
17226.5625000,-55.30125
17269.6289063,-49.375504
17312.6953125,-55.903088
17355.7617188,-51.823174
17398.8281250,-63.712715
17441.8945313,-52.96555
17484.9609375,-49.93907
17528.0273438,-55.956585
17571.0937500,-48.394154
17614.1601563,-60.949448
17657.2265625,-50.491947
17700.2929688,-48.733288
17743.3593750,-53.51938
17786.4257813,-49.504295
17829.4921875,-67.46718
17872.5585938,-51.32597
17915.6250000,-57.12508
17958.6914063,-46.34899
18001.7578125,-45.213528
18044.8242188,-56.37315
18087.8906250,-48.364353
18130.9570313,-50.901978
18174.0234375,-46.21977
18217.0898438,-54.863888
18260.1562500,-56.48751
18303.2226563,-45.365456
18346.2890625,-42.659428
18389.3554688,-48.0422
18432.4218750,-47.193962
18475.4882813,-48.752495
18518.5546875,-44.3375
18561.6210938,-48.84368
18604.6875000,-47.269417
18647.7539063,-59.032013
18690.8203125,-48.328114
18733.8867188,-54.87379
18776.9531250,-50.282078
18820.0195313,-52.984673
18863.0859375,-47.08505
18906.1523438,-52.935913
18949.2187500,-50.53731
18992.2851563,-46.853096
19035.3515625,-56.390182
19078.4179688,-44.462658
19121.4843750,-53.791576
19164.5507813,-49.149868
19207.6171875,-49.3085
19250.6835938,-45.41329
19293.7500000,-48.248886
19336.8164063,-43.37003
19379.8828125,-52.979877
19422.9492188,-54.248505
19466.0156250,-51.824028
19509.0820313,-46.81625
19552.1484375,-46.430065
19595.2148438,-41.65136
19638.2812500,-46.482224
19681.3476563,-58.938652
19724.4140625,-57.6707
19767.4804688,-50.492847
19810.5468750,-46.1318
19853.6132813,-64.49835
19896.6796875,-51.45037
19939.7460938,-44.46903
19982.8125000,-47.832726
20025.8789063,-50.284676
20068.9453125,-54.902752
20112.0117188,-50.266552
20155.0781250,-62.512047
20198.1445313,-53.67839
20241.2109375,-56.94924
20284.2773438,-51.803734
20327.3437500,-62.446075
20370.4101563,-55.18421
20413.4765625,-51.912647
20456.5429688,-61.018753
20499.6093750,-66.695694
20542.6757813,-71.86662
20585.7421875,-62.91076
20628.8085938,-56.278145
20671.8750000,-56.55661
20714.9414063,-62.134468
20758.0078125,-60.96611
20801.0742188,-64.41322
20844.1406250,-63.493362
20887.2070313,-57.16944
20930.2734375,-59.58142
20973.3398438,-72.857285
21016.4062500,-75.32695
21059.4726563,-62.153374
21102.5390625,-68.22891
21145.6054688,-60.004135
21188.6718750,-58.062176
21231.7382813,-62.78911
21274.8046875,-62.299286
21317.8710938,-59.749054
21360.9375000,-70.53183
21404.0039063,-78.8546
21447.0703125,-75.13679
21490.1367188,-73.92552
21533.2031250,-73.270454
21576.2695313,-70.87806
21619.3359375,-95.372665
21662.4023438,-76.08966
21705.4687500,-78.09531
21748.5351563,-77.05119
21791.6015625,-78.09541
21834.6679688,-78.89168
21877.7343750,-82.92235
21920.8007813,-84.899796
21963.8671875,-81.389435
22006.9335938,-78.14972


Time (s), Raw data
0.0000000,-80.000
0.0000227,-58.000
0.0000454,-8.000
0.0000680,20.000
0.0000907,9.000
0.0001134,-29.000
0.0001361,-63.000
0.0001587,-63.000
0.0001814,-54.000
0.0002041,-52.000
0.0002268,-76.000
0.0002494,-125.000
0.0002721,-82.000
0.0002948,-53.000
0.0003175,-33.000
0.0003401,-36.000
0.0003628,-89.000
0.0003855,-61.000
0.0004082,-66.000
0.0004308,-40.000
0.0004535,-48.000
0.0004762,-66.000
0.0004989,-55.000
0.0005215,-46.000
0.0005442,-32.000
0.0005669,-48.000
0.0005896,-59.000
0.0006122,-78.000
0.0006349,-50.000
0.0006576,-33.000
0.0006803,-43.000
0.0007029,-58.000
0.0007256,-89.000
0.0007483,-63.000
0.0007710,-49.000
0.0007937,-38.000
0.0008163,-35.000
0.0008390,-88.000
0.0008617,-74.000
0.0008844,-77.000
0.0009070,-82.000
0.0009297,-72.000
0.0009524,-59.000
0.0009751,-46.000
0.0009977,-64.000
0.0010204,-77.000
0.0010431,-80.000
0.0010658,-43.000
0.0010884,-4.000
0.0011111,5.000
0.0011338,-17.000
0.0011565,-74.000
0.0011791,-113.000
0.0012018,-87.000
0.0012245,-66.000
0.0012472,-66.000
0.0012698,-71.000
0.0012925,-99.000
0.0013152,-68.000
0.0013379,-47.000
0.0013605,-36.000
0.0013832,-31.000
0.0014059,-75.000
0.0014286,-55.000
0.0014512,-50.000
0.0014739,-53.000
0.0014966,-80.000
0.0015193,-108.000
0.0015419,-121.000
0.0015646,-110.000
0.0015873,-63.000
0.0016100,-72.000
0.0016327,-88.000
0.0016553,-113.000
0.0016780,-118.000
0.0017007,-98.000
0.0017234,-49.000
0.0017460,-48.000
0.0017687,-74.000
0.0017914,-98.000
0.0018141,-118.000
0.0018367,-93.000
0.0018594,-59.000
0.0018821,-40.000
0.0019048,-76.000
0.0019274,-101.000
0.0019501,-102.000
0.0019728,-81.000
0.0019955,-71.000
0.0020181,-91.000
0.0020408,-140.000
0.0020635,-144.000
0.0020862,-116.000
0.0021088,-74.000
0.0021315,-31.000
0.0021542,-83.000
0.0021769,-116.000
0.0021995,-132.000
0.0022222,-106.000
0.0022449,-28.000
0.0022676,9.000
0.0022903,-10.000
0.0023129,-83.000
0.0023356,-127.000
0.0023583,-122.000
0.0023810,-76.000
0.0024036,-27.000
0.0024263,-21.000
0.0024490,-56.000
0.0024717,-91.000
0.0024943,-76.000
0.0025170,-67.000
0.0025397,-27.000
0.0025624,-32.000
0.0025850,-35.000
0.0026077,-63.000
0.0026304,-95.000
0.0026531,-59.000
0.0026757,-35.000
0.0026984,23.000
0.0027211,41.000
0.0027438,26.000
0.0027664,-30.000
0.0027891,-56.000
0.0028118,-46.000
0.0028345,22.000
0.0028571,59.000
0.0028798,35.000
0.0029025,-15.000
0.0029252,-46.000
0.0029478,-28.000
0.0029705,-31.000
0.0029932,6.000
0.0030159,-12.000
0.0030386,-46.000
0.0030612,-38.000
0.0030839,-23.000
0.0031066,14.000
0.0031293,32.000
0.0031519,30.000
0.0031746,12.000
0.0031973,15.000
0.0032200,43.000
0.0032426,73.000
0.0032653,73.000
0.0032880,33.000
0.0033107,22.000
0.0033333,4.000
0.0033560,37.000
0.0033787,56.000
0.0034014,0.000
0.0034240,-17.000
0.0034467,-13.000
0.0034694,39.000
0.0034921,88.000
0.0035147,71.000
0.0035374,64.000
0.0035601,15.000
0.0035828,9.000
0.0036054,61.000
0.0036281,89.000
0.0036508,104.000
0.0036735,75.000
0.0036962,25.000
0.0037188,4.000
0.0037415,28.000
0.0037642,32.000
0.0037869,49.000
0.0038095,76.000
0.0038322,90.000
0.0038549,91.000
0.0038776,74.000
0.0039002,72.000
0.0039229,57.000
0.0039456,78.000
0.0039683,104.000
0.0039909,103.000
0.0040136,77.000
0.0040363,17.000
0.0040590,24.000
0.0040816,27.000
0.0041043,71.000
0.0041270,93.000
0.0041497,70.000
0.0041723,47.000
0.0041950,14.000
0.0042177,70.000
0.0042404,109.000
0.0042630,143.000
0.0042857,138.000
0.0043084,87.000
0.0043311,78.000
0.0043538,79.000
0.0043764,135.000
0.0043991,140.000
0.0044218,137.000
0.0044445,96.000
0.0044671,28.000
0.0044898,27.000
0.0045125,54.000
0.0045352,103.000
0.0045578,116.000
0.0045805,84.000
0.0046032,27.000
0.0046259,36.000
0.0046485,59.000
0.0046712,124.000
0.0046939,157.000
0.0047166,149.000
0.0047392,124.000
0.0047619,86.000
0.0047846,109.000
0.0048073,130.000
0.0048299,162.000
0.0048526,150.000
0.0048753,119.000
0.0048980,99.000
0.0049206,121.000
0.0049433,156.000
0.0049660,142.000
0.0049887,131.000
0.0050114,103.000
0.0050340,83.000
0.0050567,122.000
0.0050794,164.000
0.0051021,164.000
0.0051247,150.000
0.0051474,115.000
0.0051701,122.000
0.0051928,156.000
0.0052154,181.000
0.0052381,161.000
0.0052608,129.000
0.0052835,95.000
0.0053061,64.000
0.0053288,88.000
0.0053515,91.000
0.0053742,107.000
0.0053968,109.000
0.0054195,92.000
0.0054422,111.000
0.0054649,117.000
0.0054875,118.000
0.0055102,139.000
0.0055329,153.000
0.0055556,149.000
0.0055782,114.000
0.0056009,105.000
0.0056236,78.000
0.0056463,71.000
0.0056690,100.000
0.0056916,98.000
0.0057143,107.000
0.0057370,81.000
0.0057597,61.000
0.0057823,50.000
0.0058050,63.000
0.0058277,90.000
0.0058504,72.000
0.0058730,46.000
0.0058957,63.000
0.0059184,72.000
0.0059411,90.000
0.0059637,121.000
0.0059864,80.000
0.0060091,71.000
0.0060318,35.000
0.0060544,50.000
0.0060771,75.000
0.0060998,66.000
0.0061225,36.000
0.0061451,-11.000
0.0061678,6.000
0.0061905,-1.000
0.0062132,36.000
0.0062358,3.000
0.0062585,-18.000
0.0062812,-19.000
0.0063039,-40.000
0.0063266,-3.000
0.0063492,3.000
0.0063719,18.000
0.0063946,19.000
0.0064173,16.000
0.0064399,1.000
0.0064626,-56.000
0.0064853,-82.000
0.0065080,-49.000
0.0065306,-4.000
0.0065533,1.000
0.0065760,-39.000
0.0065987,-79.000
0.0066213,-93.000
0.0066440,-75.000
0.0066667,-54.000
0.0066894,-69.000
0.0067120,-68.000
0.0067347,-90.000
0.0067574,-96.000
0.0067801,-73.000
0.0068027,-78.000
0.0068254,-64.000
0.0068481,-81.000
0.0068708,-91.000
0.0068934,-122.000
0.0069161,-150.000
0.0069388,-131.000
0.0069615,-125.000
0.0069841,-97.000
0.0070068,-120.000
0.0070295,-131.000
0.0070522,-166.000
0.0070749,-174.000
0.0070975,-126.000
0.0071202,-140.000
0.0071429,-115.000
0.0071656,-152.000
0.0071882,-185.000
0.0072109,-174.000
0.0072336,-158.000
0.0072563,-132.000
0.0072789,-154.000
0.0073016,-152.000
0.0073243,-190.000
0.0073470,-241.000
0.0073696,-212.000
0.0073923,-198.000
0.0074150,-182.000
0.0074377,-162.000
0.0074603,-179.000
0.0074830,-174.000
0.0075057,-215.000
0.0075284,-237.000
0.0075510,-234.000
0.0075737,-241.000
0.0075964,-228.000
0.0076191,-220.000
0.0076417,-206.000
0.0076644,-199.000
0.0076871,-196.000
0.0077098,-211.000
0.0077325,-209.000
0.0077551,-211.000
0.0077778,-201.000
0.0078005,-219.000
0.0078232,-237.000
0.0078458,-206.000
0.0078685,-194.000
0.0078912,-199.000
0.0079139,-219.000
0.0079365,-213.000
0.0079592,-226.000
0.0079819,-212.000
0.0080046,-185.000
0.0080272,-164.000
0.0080499,-163.000
0.0080726,-192.000
0.0080953,-199.000
0.0081179,-208.000
0.0081406,-200.000
0.0081633,-207.000
0.0081860,-206.000
0.0082086,-232.000
0.0082313,-230.000
0.0082540,-185.000
0.0082767,-177.000
0.0082993,-176.000
0.0083220,-196.000
0.0083447,-208.000
0.0083674,-220.000
0.0083901,-180.000
0.0084127,-140.000
0.0084354,-142.000
0.0084581,-160.000
0.0084808,-196.000
0.0085034,-161.000
0.0085261,-155.000
0.0085488,-98.000
0.0085715,-111.000
0.0085941,-110.000
0.0086168,-94.000
0.0086395,-149.000
0.0086622,-136.000
0.0086848,-160.000
0.0087075,-118.000
0.0087302,-114.000
0.0087529,-118.000
0.0087755,-134.000
0.0087982,-132.000
0.0088209,-103.000
0.0088436,-97.000
0.0088662,-82.000
0.0088889,-96.000
0.0089116,-65.000
0.0089343,-54.000
0.0089569,-14.000
0.0089796,-34.000
0.0090023,-53.000
0.0090250,-75.000
0.0090477,-97.000
0.0090703,-70.000
0.0090930,-68.000
0.0091157,-37.000
0.0091384,-54.000
0.0091610,-43.000
0.0091837,-44.000
0.0092064,-33.000
0.0092291,-13.000
0.0092517,10.000
0.0092744,33.000
0.0092971,19.000
0.0093198,5.000
0.0093424,-6.000
0.0093651,26.000
0.0093878,24.000
0.0094105,9.000
0.0094331,-6.000
0.0094558,-12.000
0.0094785,5.000
0.0095012,16.000
0.0095238,10.000
0.0095465,11.000
0.0095692,32.000
0.0095919,49.000
0.0096145,52.000
0.0096372,27.000
0.0096599,12.000
0.0096826,18.000
0.0097053,34.000
0.0097279,57.000
0.0097506,39.000
0.0097733,49.000
0.0097960,74.000
0.0098186,77.000
0.0098413,80.000
0.0098640,58.000
0.0098867,46.000
0.0099093,33.000
0.0099320,48.000
0.0099547,63.000
0.0099774,76.000
0.0100000,80.000
0.0100227,64.000
0.0100454,81.000
0.0100681,90.000
0.0100907,93.000
0.0101134,84.000
0.0101361,83.000
0.0101588,52.000
0.0101814,36.000
0.0102041,83.000
0.0102268,83.000
0.0102495,106.000
0.0102721,83.000
0.0102948,44.000
0.0103175,37.000
0.0103402,19.000
0.0103628,64.000
0.0103855,103.000
0.0104082,108.000
0.0104309,72.000
0.0104536,38.000
0.0104762,42.000
0.0104989,80.000
0.0105216,134.000
0.0105443,165.000
0.0105669,126.000
0.0105896,73.000
0.0106123,18.000
0.0106350,20.000
0.0106576,83.000
0.0106803,99.000
0.0107030,90.000
0.0107257,19.000
0.0107483,13.000
0.0107710,53.000
0.0107937,104.000
0.0108164,136.000
0.0108390,100.000
0.0108617,63.000
0.0108844,18.000
0.0109071,62.000
0.0109297,96.000
0.0109524,121.000
0.0109751,87.000
0.0109978,15.000
0.0110204,7.000
0.0110431,18.000
0.0110658,62.000
0.0110885,62.000
0.0111112,65.000
0.0111338,39.000
0.0111565,15.000
0.0111792,-4.000
0.0112019,-33.000
0.0112245,-23.000
0.0112472,22.000
0.0112699,57.000
0.0112926,73.000
0.0113152,26.000
0.0113379,-31.000
0.0113606,-21.000
0.0113833,4.000
0.0114059,64.000
0.0114286,66.000
0.0114513,52.000
0.0114740,-11.000
0.0114966,-45.000
0.0115193,-54.000
0.0115420,-64.000
0.0115647,-26.000
0.0115873,-51.000
0.0116100,-18.000
0.0116327,-33.000
0.0116554,-60.000
0.0116780,-61.000
0.0117007,-90.000
0.0117234,-32.000
0.0117461,-6.000
0.0117688,21.000
0.0117914,3.000
0.0118141,-48.000
0.0118368,-75.000
0.0118595,-93.000
0.0118821,-43.000
0.0119048,-21.000
0.0119275,-43.000
0.0119502,-71.000
0.0119728,-112.000
0.0119955,-130.000
0.0120182,-112.000
0.0120409,-93.000
0.0120635,-81.000
0.0120862,-84.000
0.0121089,-95.000
0.0121316,-89.000
0.0121542,-80.000
0.0121769,-51.000
0.0121996,-30.000
0.0122223,-50.000
0.0122449,-89.000
0.0122676,-126.000
0.0122903,-126.000
0.0123130,-102.000
0.0123356,-65.000
0.0123583,-98.000
0.0123810,-115.000
0.0124037,-174.000
0.0124264,-163.000
0.0124490,-92.000
0.0124717,-76.000
0.0124944,-52.000
0.0125171,-136.000
0.0125397,-164.000
0.0125624,-158.000
0.0125851,-106.000
0.0126078,-48.000
0.0126304,-84.000
0.0126531,-117.000
0.0126758,-140.000
0.0126985,-119.000
0.0127211,-107.000
0.0127438,-84.000
0.0127665,-89.000
0.0127892,-119.000
0.0128118,-132.000
0.0128345,-156.000
0.0128572,-113.000
0.0128799,-94.000
0.0129025,-80.000
0.0129252,-102.000
0.0129479,-136.000
0.0129706,-146.000
0.0129932,-139.000
0.0130159,-109.000
0.0130386,-113.000
0.0130613,-119.000
0.0130840,-140.000
0.0131066,-157.000
0.0131293,-151.000
0.0131520,-127.000
0.0131747,-118.000
0.0131973,-120.000
0.0132200,-110.000
0.0132427,-130.000
0.0132654,-139.000
0.0132880,-131.000
0.0133107,-121.000
0.0133334,-124.000
0.0133561,-119.000
0.0133787,-120.000
0.0134014,-125.000
0.0134241,-109.000
0.0134468,-96.000
0.0134694,-90.000
0.0134921,-120.000
0.0135148,-109.000
0.0135375,-121.000
0.0135601,-114.000
0.0135828,-129.000
0.0136055,-120.000
0.0136282,-111.000
0.0136508,-105.000
0.0136735,-78.000
0.0136962,-108.000
0.0137189,-119.000
0.0137416,-123.000
0.0137642,-94.000
0.0137869,-75.000
0.0138096,-79.000
0.0138323,-98.000
0.0138549,-77.000
0.0138776,-74.000
0.0139003,-63.000
0.0139230,-58.000
0.0139456,-91.000
0.0139683,-97.000
0.0139910,-92.000
0.0140137,-61.000
0.0140363,-52.000
0.0140590,-47.000
0.0140817,-32.000
0.0141044,-26.000
0.0141270,-28.000
0.0141497,-54.000
0.0141724,-45.000
0.0141951,-57.000
0.0142177,-36.000
0.0142404,-9.000
0.0142631,-20.000
0.0142858,-26.000
0.0143084,-52.000
0.0143311,-39.000
0.0143538,4.000
0.0143765,28.000
0.0143991,31.000
0.0144218,16.000
0.0144445,-22.000
0.0144672,-15.000
0.0144899,6.000
0.0145125,36.000
0.0145352,45.000
0.0145579,30.000
0.0145806,-14.000
0.0146032,4.000
0.0146259,48.000
0.0146486,55.000
0.0146713,39.000
0.0146939,6.000
0.0147166,20.000
0.0147393,26.000
0.0147620,71.000
0.0147846,83.000
0.0148073,42.000
0.0148300,27.000
0.0148527,50.000
0.0148753,108.000
0.0148980,116.000
0.0149207,118.000
0.0149434,74.000
0.0149660,42.000
0.0149887,31.000
0.0150114,71.000
0.0150341,138.000
0.0150567,149.000
0.0150794,129.000
0.0151021,61.000
0.0151248,48.000
0.0151475,71.000
0.0151701,151.000
0.0151928,169.000
0.0152155,151.000
0.0152382,92.000
0.0152608,49.000
0.0152835,63.000
0.0153062,115.000
0.0153289,158.000
0.0153515,134.000
0.0153742,106.000
0.0153969,75.000
0.0154196,93.000
0.0154422,96.000
0.0154649,139.000
0.0154876,143.000
0.0155103,140.000
0.0155329,104.000
0.0155556,102.000
0.0155783,144.000
